ward_code,Ward,Local Authority,Labour vote change 2014-18percent,crimes2016q1,crimes2017q1,crimes2018q1,crime_change_q1_2017-18percent,totalcrimes2016,totalcrimes2017,totalcrimes2018,crime_change_2016-17percent
E05000229,Woolwich Common,Greenwich,7.6,312.0,549.0,573.0,4.371584699453552,2041.0,2241.0,1221.0,9.799118079372857
E05011102,Faraday,Southwark,69.1,,,,,,,,
E05000558,Carshalton Central,Sutton,2.5,67.0,154.0,149.0,-3.2467532467532463,496.0,658.0,299.0,32.66129032258064
E05009329,St Dunstan's,Tower Hamlets,11.4,,,,,,,,
E05011221,Blendon and Penhill,Bexley,23.0,,,,,,,,
E05000285,Belmont,Harrow,-8.5,102.0,128.0,194.0,51.5625,598.0,693.0,389.0,15.88628762541806
E05000029,Chadwell Heath,Barking and Dagenham,22.1,232.0,253.0,259.0,2.371541501976284,919.0,1041.0,511.0,13.275299238302502
E05011107,North Walworth,Southwark,57.8,,,,,,,,
E05000274,Muswell Hill,Haringey,1.3,176.0,314.0,330.0,5.095541401273886,1073.0,1355.0,660.0,26.281453867660765
E05000525,Mortlake and Barnes Common,Richmond upon Thames,-0.2,116.0,193.0,196.0,1.5544041450777202,727.0,958.0,398.0,31.77441540577717
E05011115,St Giles,Southwark,54.5,,,,,,,,
E05000132,Fortune Green,Camden,9.4,158.0,282.0,277.0,-1.773049645390071,1045.0,1357.0,610.0,29.856459330143544
E05000463,Lavender Fields,Merton,5.4,105.0,151.0,173.0,14.56953642384106,669.0,706.0,380.0,5.5306427503736915
E05000272,Highgate,Haringey,1.7,129.0,234.0,311.0,32.9059829059829,808.0,1143.0,615.0,41.46039603960396
E05011483,Shirley South,Croydon,32.0,,,,,,,,
E05009317,Bethnal Green,Tower Hamlets,17.6,,,,,,,,
E05000638,Lancaster Gate,Westminster,16.7,348.0,697.0,718.0,3.012912482065997,2512.0,2889.0,1501.0,15.007961783439491
E05000363,Osterley and Spring Grove,Hounslow,14.2,180.0,349.0,407.0,16.6189111747851,1193.0,1492.0,772.0,25.0628667225482
E05000100,Stonebridge,Brent,16.1,677.0,731.0,652.0,-10.807113543091655,2989.0,2974.0,1392.0,-0.5018400802944128
E05009403,Royal Hospital,Kensington and Chelsea,1.3,,,,,,,,
E05000139,Kentish Town,Camden,13.2,302.0,496.0,497.0,0.20161290322580644,1784.0,2281.0,1005.0,27.858744394618835
E05000343,West Ruislip,Hillingdon,3.5,211.0,223.0,242.0,8.520179372197308,1057.0,965.0,492.0,-8.703878902554399
E05011471,New Addington South,Croydon,50.5,,,,,,,,
E05000488,Manor Park,Newham,4.7,222.0,362.0,365.0,0.8287292817679558,1526.0,1746.0,757.0,14.416775884665793
E05000205,Palmers Green,Enfield,8.4,187.0,343.0,325.0,-5.247813411078718,1230.0,1545.0,685.0,25.609756097560975
E05000199,Enfield Lock,Enfield,8.6,207.0,312.0,352.0,12.82051282051282,1308.0,1382.0,776.0,5.657492354740061
E05000531,Twickenham Riverside,Richmond upon Thames,-2.4,178.0,284.0,234.0,-17.6056338028169,1072.0,1258.0,546.0,17.350746268656717
E05000039,Thames,Barking and Dagenham,24.6,506.0,544.0,477.0,-12.316176470588236,2061.0,2206.0,980.0,7.035419699175158
E05000448,Lewisham Central,Lewisham,4.4,566.0,894.0,1001.0,11.968680089485458,3647.0,4050.0,2107.0,11.050178228681109
E05000099,Queensbury,Brent,3.8,422.0,360.0,364.0,1.1111111111111112,1661.0,1654.0,839.0,-0.4214328717639976
E05000115,Cray Valley West,Bromley,2.9,280.0,436.0,399.0,-8.486238532110093,1620.0,1859.0,855.0,14.753086419753087
E05000180,Hobbayne,Ealing,-1.9,127.0,259.0,233.0,-10.038610038610038,940.0,1072.0,556.0,14.042553191489363
E05000319,Romford Town,Havering,12.5,696.0,1135.0,1245.0,9.691629955947137,4040.0,4593.0,2351.0,13.68811881188119
E05000273,Hornsey,Haringey,14.6,180.0,331.0,379.0,14.501510574018129,1251.0,1552.0,812.0,24.060751398880896
E05000104,Wembley Central,Brent,18.0,649.0,665.0,639.0,-3.909774436090226,2770.0,2725.0,1377.0,-1.6245487364620936
E05011227,Longlands,Bexley,25.0,,,,,,,,
E05000370,Clerkenwell,Islington,9.1,399.0,779.0,692.0,-11.16816431322208,2373.0,3300.0,1340.0,39.06447534766119
E05000313,Havering Park,Havering,8.1,147.0,212.0,201.0,-5.188679245283019,788.0,901.0,426.0,14.340101522842641
E05000570,Wallington South,Sutton,4.1,109.0,213.0,144.0,-32.3943661971831,597.0,743.0,300.0,24.455611390284755
E05000279,Stroud Green,Haringey,13.7,189.0,278.0,267.0,-3.9568345323741005,1057.0,1365.0,616.0,29.13907284768212
E05000047,Coppetts,Barnet,13.1,370.0,441.0,514.0,16.55328798185941,1619.0,1933.0,1005.0,19.394688079061147
E05009333,Spitalfields and Banglatown,Tower Hamlets,20.7,,,,,,,,
E05000644,St James's,Westminster,6.7,2405.0,3718.0,4158.0,11.834319526627219,13612.0,15727.0,8263.0,15.53776079929474
E05000119,Hayes and Coney Hall,Bromley,3.1,142.0,219.0,228.0,4.10958904109589,735.0,869.0,466.0,18.231292517006803
E05000126,Shortlands,Bromley,1.8,56.0,107.0,92.0,-14.018691588785046,311.0,413.0,210.0,32.79742765273312
E05000060,Underhill,Barnet,10.7,396.0,441.0,350.0,-20.634920634920633,1735.0,1683.0,703.0,-2.9971181556195963
E05011249,Monkhams,Redbridge,18.8,,,,,,,,
E05000138,Holborn and Covent Garden,Camden,2.2,906.0,1577.0,1731.0,9.765377298668358,5256.0,7165.0,3441.0,36.320395738203956
E05000131,Cantelowes,Camden,1.0,238.0,333.0,386.0,15.915915915915916,1369.0,1664.0,773.0,21.548575602629658
E05000481,East Ham North,Newham,14.9,144.0,290.0,267.0,-7.931034482758621,1093.0,1215.0,592.0,11.161939615736504
E05011470,New Addington North,Croydon,64.6,,,,,,,,
E05000415,Tudor,Kingston upon Thames,-5.5,66.0,115.0,98.0,-14.782608695652174,493.0,486.0,240.0,-1.4198782961460445
E05000607,Valley,Waltham Forest,17.2,269.0,422.0,388.0,-8.056872037914692,1500.0,1815.0,850.0,21.0
E05000225,Peninsula,Greenwich,3.0,427.0,905.0,770.0,-14.917127071823206,2971.0,3546.0,1692.0,19.353752945136318
E05000123,Penge and Cator,Bromley,10.8,323.0,504.0,571.0,13.293650793650794,1994.0,2246.0,1152.0,12.637913741223672
E05000057,Mill Hill,Barnet,3.1,382.0,402.0,480.0,19.402985074626866,1637.0,1811.0,948.0,10.62919975565058
E05000215,Blackheath Westcombe,Greenwich,0.3,198.0,339.0,285.0,-15.929203539823009,1124.0,1255.0,630.0,11.654804270462634
E05000042,Whalebone,Barking and Dagenham,24.0,263.0,264.0,296.0,12.121212121212121,1027.0,1160.0,588.0,12.950340798442065
E05000626,Tooting,Wandsworth,17.1,214.0,386.0,441.0,14.248704663212436,1597.0,1880.0,965.0,17.720726361928616
E05000404,Chessington North and Hook,Kingston upon Thames,-2.8,88.0,104.0,127.0,22.115384615384613,481.0,482.0,278.0,0.2079002079002079
E05000193,Bowes,Enfield,3.4,177.0,253.0,240.0,-5.138339920948617,991.0,1136.0,544.0,14.631685166498487
E05000400,Alexandra,Kingston upon Thames,-1.8,80.0,187.0,172.0,-8.02139037433155,593.0,711.0,347.0,19.898819561551434
E05011254,Wanstead Park,Redbridge,57.6,,,,,,,,
E05000141,King's Cross,Camden,1.3,351.0,730.0,870.0,19.17808219178082,2401.0,3613.0,1698.0,50.478967097042904
E05000468,Ravensbury,Merton,-2.0,113.0,213.0,224.0,5.164319248826291,866.0,856.0,475.0,-1.1547344110854503
E05000598,Hatch Lane,Waltham Forest,14.2,138.0,183.0,202.0,10.382513661202186,814.0,893.0,423.0,9.705159705159705
E05011105,Newington,Southwark,64.8,,,,,,,,
E05000216,Charlton,Greenwich,2.1,157.0,297.0,301.0,1.3468013468013467,1120.0,1284.0,614.0,14.642857142857144
E05011246,Ilford Town,Redbridge,70.3,,,,,,,,
E05011480,Selsdon and Addington Village,Croydon,24.9,,,,,,,,
E05000561,Nonsuch,Sutton,2.4,139.0,137.0,160.0,16.78832116788321,620.0,671.0,344.0,8.225806451612904
E05000516,Barnes,Richmond upon Thames,-7.1,82.0,177.0,160.0,-9.6045197740113,615.0,680.0,317.0,10.569105691056912
E05000612,Earlsfield,Wandsworth,10.2,180.0,357.0,310.0,-13.165266106442578,1259.0,1431.0,686.0,13.661636219221604
E05000113,Copers Cope,Bromley,2.7,219.0,407.0,371.0,-8.845208845208845,1383.0,1643.0,771.0,18.799710773680406
E05000423,Herne Hill,Lambeth,-10.5,294.0,373.0,343.0,-8.04289544235925,1819.0,1767.0,905.0,-2.8587135788894997
E05011234,Aldborough,Redbridge,58.6,,,,,,,,
E05011099,Dulwich Hill,Southwark,60.8,,,,,,,,
E05000522,Hampton Wick,Richmond upon Thames,-7.4,116.0,154.0,201.0,30.519480519480517,735.0,868.0,374.0,18.095238095238095
E05000411,St James,Kingston upon Thames,-7.2,55.0,120.0,104.0,-13.333333333333334,390.0,485.0,218.0,24.358974358974358
E05000649,West End,Westminster,17.6,2900.0,4664.0,4929.0,5.681818181818182,15614.0,19878.0,10144.0,27.308825413090815
E05000144,Swiss Cottage,Camden,10.2,192.0,373.0,397.0,6.434316353887399,1182.0,1562.0,724.0,32.14890016920474
E05009318,Blackwall and Cubitt Town,Tower Hamlets,-0.4,,,,,,,,
E05011242,Fairlop,Redbridge,38.9,,,,,,,,
E05000452,Sydenham,Lewisham,7.7,227.0,366.0,316.0,-13.661202185792352,1423.0,1532.0,675.0,7.659873506676036
E05000318,Rainham and Wennington,Havering,-4.0,184.0,309.0,331.0,7.119741100323624,1253.0,1343.0,662.0,7.182761372705507
E05011235,Barkingside,Redbridge,50.9,,,,,,,,
E05011222,Crayford,Bexley,34.8,,,,,,,,
E05000142,Regent's Park,Camden,13.5,471.0,844.0,931.0,10.308056872037914,3077.0,3981.0,1926.0,29.37926551836204
E05000136,Haverstock,Camden,12.5,232.0,514.0,401.0,-21.98443579766537,1574.0,2132.0,835.0,35.45108005082592
E05000269,Crouch End,Haringey,6.8,171.0,270.0,322.0,19.25925925925926,984.0,1309.0,658.0,33.02845528455284
E05000284,Woodside,Haringey,8.0,241.0,482.0,463.0,-3.941908713692946,1748.0,1972.0,1005.0,12.814645308924485
E05011462,Addiscombe East,Croydon,46.0,,,,,,,,
E05000634,Church Street,Westminster,3.1,271.0,434.0,481.0,10.829493087557603,1887.0,1836.0,1068.0,-2.7027027027027026
E05000610,Balham,Wandsworth,8.5,223.0,415.0,375.0,-9.63855421686747,1411.0,1746.0,804.0,23.74202693125443
E05000339,Townfield,Hillingdon,14.6,584.0,915.0,983.0,7.431693989071038,3432.0,3747.0,1843.0,9.178321678321678
E05000461,Graveney,Merton,4.7,102.0,191.0,151.0,-20.94240837696335,628.0,703.0,334.0,11.94267515923567
E05000526,North Richmond,Richmond upon Thames,5.4,172.0,253.0,211.0,-16.600790513833992,935.0,1099.0,432.0,17.54010695187166
E05000354,Hanworth Park,Hounslow,0.6,208.0,334.0,359.0,7.48502994011976,1247.0,1424.0,783.0,14.194065757818766
E05000298,Pinner South,Harrow,-4.3,68.0,125.0,131.0,4.8,408.0,490.0,246.0,20.098039215686274
E05000110,Chelsfield and Pratts Bottom,Bromley,4.7,104.0,195.0,181.0,-7.179487179487179,582.0,709.0,371.0,21.8213058419244
E05000305,West Harrow,Harrow,10.0,109.0,178.0,154.0,-13.48314606741573,687.0,731.0,336.0,6.404657933042213
E05000430,Streatham Hill,Lambeth,17.0,260.0,364.0,348.0,-4.395604395604396,1522.0,1528.0,809.0,0.39421813403416556
E05000174,Ealing Common,Ealing,5.6,212.0,329.0,391.0,18.84498480243161,1445.0,1505.0,781.0,4.1522491349480966
E05000040,Valence,Barking and Dagenham,33.7,224.0,231.0,218.0,-5.627705627705628,960.0,1091.0,448.0,13.645833333333332
E05000559,Carshalton South and Clockhouse,Sutton,0.1,67.0,105.0,129.0,22.857142857142858,420.0,491.0,255.0,16.904761904761905
E05000052,Garden Suburb,Barnet,-6.7,329.0,305.0,308.0,0.9836065573770493,1416.0,1369.0,640.0,-3.3192090395480225
E05000604,Leyton,Waltham Forest,8.0,321.0,482.0,458.0,-4.979253112033195,1803.0,1868.0,920.0,3.6051026067665006
E05009373,Hackney Downs,Hackney,-7.0,,,,,,,,
E05000337,Pinkwell,Hillingdon,22.0,243.0,356.0,382.0,7.303370786516854,1537.0,1488.0,835.0,-3.188028627195836
E05000426,Oval,Lambeth,0.0,439.0,721.0,706.0,-2.0804438280166435,2651.0,3032.0,1521.0,14.371935118823083
E05000330,Harefield,Hillingdon,4.9,88.0,117.0,164.0,40.17094017094017,577.0,560.0,327.0,-2.946273830155979
E05011468,Fairfield,Croydon,20.9,,,,,,,,
E05000345,Yiewsley,Hillingdon,13.2,375.0,619.0,511.0,-17.447495961227787,2066.0,2510.0,959.0,21.490803484995162
E05009367,Brownswood,Hackney,3.6,,,,,,,,
E05000417,Brixton Hill,Lambeth,-3.7,306.0,469.0,509.0,8.528784648187633,1902.0,2191.0,1069.0,15.19453207150368
E05000618,Nightingale,Wandsworth,10.9,179.0,361.0,330.0,-8.587257617728532,1253.0,1433.0,641.0,14.365522745411013
E05000223,Kidbrooke with Hornfair,Greenwich,9.9,267.0,426.0,325.0,-23.708920187793428,1344.0,1535.0,688.0,14.211309523809524
E05000262,Sands End,Hammersmith and Fulham,14.3,183.0,261.0,323.0,23.754789272030653,1089.0,1403.0,615.0,28.833792470156105
E05000601,Hoe Street,Waltham Forest,-5.1,258.0,423.0,455.0,7.5650118203309695,1516.0,1736.0,959.0,14.511873350923482
E05000296,Marlborough,Harrow,12.8,168.0,312.0,311.0,-0.3205128205128205,1179.0,1255.0,617.0,6.4461407972858344
E05000035,Longbridge,Barking and Dagenham,32.3,260.0,226.0,248.0,9.734513274336283,931.0,973.0,479.0,4.511278195488721
E05000033,Goresbrook,Barking and Dagenham,26.3,246.0,248.0,249.0,0.4032258064516129,881.0,1131.0,479.0,28.37684449489217
E05000207,Southbury,Enfield,14.1,264.0,474.0,515.0,8.649789029535865,1762.0,2014.0,1073.0,14.301929625425652
E05000563,Stonecot,Sutton,7.3,99.0,137.0,143.0,4.37956204379562,481.0,554.0,302.0,15.176715176715177
E05000266,Alexandra,Haringey,5.4,139.0,218.0,182.0,-16.51376146788991,797.0,969.0,416.0,21.580928481806776
E05000436,Vassall,Lambeth,9.9,252.0,439.0,404.0,-7.972665148063782,1833.0,1935.0,871.0,5.564648117839607
E05011489,Woodside,Croydon,11.8,,,,,,,,
E05000257,Munster,Hammersmith and Fulham,9.0,114.0,184.0,193.0,4.891304347826087,749.0,747.0,402.0,-0.26702269692923897
E05000324,Barnhill,Hillingdon,12.7,229.0,375.0,394.0,5.066666666666666,1444.0,1630.0,805.0,12.880886426592797
E05000462,Hillside,Merton,0.4,107.0,169.0,208.0,23.076923076923077,573.0,732.0,366.0,27.748691099476442
E05009374,Hackney Wick,Hackney,12.6,,,,,,,,
E05000271,Harringay,Haringey,11.4,254.0,531.0,520.0,-2.0715630885122414,1885.0,2283.0,1158.0,21.114058355437663
E05011474,Old Coulsdon,Croydon,13.2,,,,,,,,
E05009400,Pembridge,Kensington and Chelsea,4.5,,,,,,,,
E05009369,Clissold,Hackney,7.4,,,,,,,,
E05000367,Bunhill,Islington,6.2,622.0,1277.0,1015.0,-20.516836335160534,3873.0,5352.0,2000.0,38.18745158791634
E05000572,Worcester Park,Sutton,6.5,113.0,170.0,162.0,-4.705882352941177,663.0,687.0,357.0,3.619909502262444
E05000317,Pettits,Havering,-1.1,98.0,158.0,179.0,13.291139240506327,699.0,732.0,357.0,4.721030042918455
E05000412,St Mark's,Kingston upon Thames,1.7,146.0,224.0,223.0,-0.4464285714285714,903.0,988.0,407.0,9.413067552602437
E05000098,Queens Park,Brent,-3.7,360.0,432.0,400.0,-7.4074074074074066,1844.0,1860.0,845.0,0.8676789587852495
E05000307,Cranham,Havering,3.5,99.0,172.0,150.0,-12.790697674418606,584.0,669.0,315.0,14.554794520547945
E05009372,Hackney Central,Hackney,5.9,,,,,,,,
E05009379,King's Park,Hackney,6.0,,,,,,,,
E05000190,Southall Green,Ealing,-3.4,327.0,412.0,379.0,-8.009708737864079,1704.0,1636.0,865.0,-3.9906103286384975
E05000059,Totteridge,Barnet,2.5,248.0,236.0,230.0,-2.5423728813559325,960.0,1003.0,483.0,4.479166666666667
E05009328,Poplar,Tower Hamlets,-0.2,,,,,,,,
E05011252,South Woodford,Redbridge,37.4,,,,,,,,
E05000283,White Hart Lane,Haringey,18.5,283.0,422.0,433.0,2.6066350710900474,1628.0,1849.0,939.0,13.574938574938574
E05000605,Leytonstone,Waltham Forest,9.6,302.0,436.0,445.0,2.064220183486239,1641.0,1780.0,860.0,8.470444850700792
E05000447,Lee Green,Lewisham,4.4,239.0,343.0,368.0,7.288629737609329,1238.0,1511.0,738.0,22.051696284329562
E05011248,Mayfield,Redbridge,68.9,,,,,,,,
E05000427,Prince's,Lambeth,1.8,301.0,512.0,447.0,-12.6953125,1945.0,2086.0,958.0,7.249357326478149
E05000143,St Pancras and Somers Town,Camden,4.4,567.0,893.0,965.0,8.062709966405375,3343.0,4194.0,1973.0,25.4561770864493
E05000331,Heathrow Villages,Hillingdon,10.9,764.0,1371.0,1505.0,9.773887673231219,4940.0,6078.0,2968.0,23.036437246963562
E05009391,Chelsea Riverside,Kensington and Chelsea,6.0,,,,,,,,
E05000533,Whitton,Richmond upon Thames,1.9,85.0,210.0,156.0,-25.71428571428571,683.0,832.0,346.0,21.815519765739385
E05011103,Goose Green,Southwark,37.9,,,,,,,,
E05000355,Heston Central,Hounslow,6.2,175.0,314.0,316.0,0.6369426751592357,1194.0,1387.0,647.0,16.164154103852596
E05000524,Kew,Richmond upon Thames,-1.8,108.0,202.0,226.0,11.881188118811881,733.0,1036.0,462.0,41.336971350613915
E05000346,Bedfont,Hounslow,5.2,154.0,247.0,290.0,17.408906882591094,1096.0,1225.0,611.0,11.77007299270073
E05000609,Wood Street,Waltham Forest,9.7,208.0,314.0,268.0,-14.64968152866242,1301.0,1424.0,636.0,9.454265949269793
E05000625,Thamesfield,Wandsworth,0.9,307.0,410.0,485.0,18.29268292682927,1839.0,2001.0,970.0,8.809135399673735
E05000361,Hounslow West,Hounslow,12.5,283.0,445.0,398.0,-10.561797752808989,1575.0,1898.0,836.0,20.50793650793651
E05011473,Norbury Park,Croydon,54.5,,,,,,,,
E05000253,College Park and Old Oak,Hammersmith and Fulham,17.3,237.0,382.0,393.0,2.8795811518324608,1512.0,1653.0,825.0,9.325396825396826
E05000294,Kenton East,Harrow,5.2,122.0,184.0,131.0,-28.804347826086957,692.0,714.0,324.0,3.1791907514450863
E05000527,St Margarets and North Twickenham,Richmond upon Thames,3.4,114.0,296.0,225.0,-23.986486486486484,788.0,1048.0,455.0,32.99492385786802
E05000450,Perry Vale,Lewisham,6.4,192.0,301.0,303.0,0.6644518272425249,1119.0,1295.0,653.0,15.728328865058089
E05000565,Sutton North,Sutton,8.6,112.0,172.0,146.0,-15.11627906976744,567.0,655.0,297.0,15.520282186948853
E05009334,Stepney Green,Tower Hamlets,17.8,,,,,,,,
E05000034,Heath,Barking and Dagenham,22.6,286.0,274.0,240.0,-12.408759124087592,1079.0,1205.0,556.0,11.677479147358666
E05000091,Harlesden,Brent,18.1,595.0,608.0,590.0,-2.9605263157894735,2595.0,2626.0,1278.0,1.1946050096339114
E05000590,Cann Hall,Waltham Forest,8.5,118.0,277.0,263.0,-5.054151624548736,937.0,1048.0,528.0,11.846318036286018
E05000135,Hampstead Town,Camden,4.1,188.0,338.0,396.0,17.159763313609467,1203.0,1631.0,814.0,35.57772236076476
E05000648,Westbourne,Westminster,8.1,282.0,376.0,442.0,17.5531914893617,1559.0,1751.0,909.0,12.315586914688904
E05000210,Town,Enfield,4.7,167.0,240.0,306.0,27.500000000000004,1072.0,1076.0,624.0,0.3731343283582089
E05000597,Hale End and Highams Park,Waltham Forest,12.8,150.0,231.0,252.0,9.090909090909092,940.0,1099.0,504.0,16.914893617021278
E05011479,Selhurst,Croydon,18.7,,,,,,,,
E05000230,Woolwich Riverside,Greenwich,14.7,520.0,879.0,819.0,-6.825938566552901,3152.0,3693.0,1839.0,17.163705583756343
E05009399,Notting Dale,Kensington and Chelsea,-6.0,,,,,,,,
E05000599,High Street,Waltham Forest,4.4,397.0,603.0,638.0,5.804311774461028,2460.0,2417.0,1321.0,-1.7479674796747966
E05000214,Abbey Wood,Greenwich,17.1,277.0,474.0,363.0,-23.417721518987342,1694.0,1785.0,862.0,5.371900826446281
E05000323,Upminster,Havering,3.5,119.0,203.0,197.0,-2.955665024630542,738.0,1035.0,520.0,40.243902439024396
E05000357,Heston West,Hounslow,9.4,258.0,347.0,382.0,10.086455331412104,1478.0,1532.0,818.0,3.6535859269282813
E05011465,Broad Green,Croydon,15.3,,,,,,,,
E05000352,Feltham West,Hounslow,3.5,290.0,463.0,542.0,17.062634989200866,1726.0,1826.0,1068.0,5.793742757821553
E05011101,Dulwich Wood,Southwark,58.3,,,,,,,,
E05000198,Enfield Highway,Enfield,25.1,226.0,401.0,451.0,12.468827930174564,1505.0,1691.0,930.0,12.358803986710964
E05000410,Old Malden,Kingston upon Thames,-0.6,62.0,95.0,105.0,10.526315789473683,402.0,437.0,239.0,8.706467661691542
E05000173,Ealing Broadway,Ealing,5.5,415.0,760.0,735.0,-3.289473684210526,2775.0,2984.0,1402.0,7.531531531531531
E05000455,Abbey,Merton,-1.0,172.0,275.0,238.0,-13.454545454545455,913.0,1078.0,511.0,18.072289156626507
E05000270,Fortis Green,Haringey,8.0,132.0,251.0,211.0,-15.936254980079681,878.0,1092.0,461.0,24.373576309794988
E05000130,Camden Town with Primrose Hill,Camden,4.5,754.0,1179.0,1278.0,8.396946564885496,4568.0,5249.0,2551.0,14.908056042031523
E05000407,Coombe Vale,Kingston upon Thames,-7.5,73.0,108.0,100.0,-7.4074074074074066,390.0,452.0,188.0,15.897435897435896
E05009370,Dalston,Hackney,-7.6,,,,,,,,
E05011475,Park Hill and Whitgift,Croydon,31.1,,,,,,,,
E05000061,West Finchley,Barnet,-1.7,407.0,353.0,390.0,10.48158640226629,1717.0,1703.0,857.0,-0.8153756552125802
E05000359,Hounslow Heath,Hounslow,1.9,245.0,357.0,358.0,0.2801120448179272,1332.0,1504.0,722.0,12.912912912912914
E05000186,Norwood Green,Ealing,-1.0,327.0,445.0,429.0,-3.5955056179775284,2013.0,1924.0,906.0,-4.4212617983109785
E05000049,East Finchley,Barnet,2.9,223.0,260.0,281.0,8.076923076923077,1048.0,1170.0,587.0,11.641221374045802
E05011486,Thornton Heath,Croydon,9.3,,,,,,,,
E05000445,Grove Park,Lewisham,9.3,154.0,248.0,253.0,2.0161290322580645,939.0,1009.0,520.0,7.454739084132056
E05000571,Wandle Valley,Sutton,12.4,153.0,203.0,199.0,-1.9704433497536946,836.0,957.0,473.0,14.473684210526317
E05000105,Willesden Green,Brent,,520.0,607.0,612.0,0.8237232289950577,2558.0,2575.0,1316.0,0.6645817044566067
E05011116,South Bermondsey,Southwark,47.0,,,,,,,,
E05000037,Parsloes,Barking and Dagenham,19.1,180.0,176.0,164.0,-6.8181818181818175,704.0,701.0,341.0,-0.4261363636363636
E05000381,Tollington,Islington,6.8,247.0,408.0,410.0,0.49019607843137253,1453.0,1959.0,918.0,34.824501032346866
E05000128,Belsize,Camden,1.8,150.0,296.0,330.0,11.486486486486488,991.0,1495.0,654.0,50.8577194752775
E05000603,Lea Bridge,Waltham Forest,1.6,326.0,518.0,506.0,-2.3166023166023164,1942.0,2252.0,1022.0,15.96292481977343
E05000619,Northcote,Wandsworth,0.3,334.0,522.0,587.0,12.452107279693486,2089.0,2365.0,1215.0,13.212063188128292
E05000440,Catford South,Lewisham,7.8,168.0,224.0,249.0,11.160714285714286,992.0,991.0,502.0,-0.10080645161290322
E05000026,Abbey,Barking and Dagenham,27.7,719.0,757.0,804.0,6.208718626155878,2952.0,3313.0,1636.0,12.2289972899729
E05000477,Canning Town North,Newham,15.1,364.0,559.0,544.0,-2.6833631484794274,2125.0,2566.0,1197.0,20.75294117647059
E05000560,Cheam,Sutton,2.2,74.0,118.0,128.0,8.47457627118644,458.0,460.0,261.0,0.43668122270742354
E05009395,Earl's Court,Kensington and Chelsea,5.4,,,,,,,,
E05000564,Sutton Central,Sutton,12.6,373.0,542.0,541.0,-0.18450184501845018,1986.0,2337.0,1089.0,17.673716012084594
E05000615,Furzedown,Wandsworth,6.4,151.0,220.0,215.0,-2.272727272727273,1013.0,1029.0,482.0,1.5794669299111548
E05011484,South Croydon,Croydon,32.9,,,,,,,,
E05000616,Graveney,Wandsworth,10.1,305.0,466.0,457.0,-1.9313304721030045,1859.0,2032.0,1036.0,9.306078536847767
E05000258,North End,Hammersmith and Fulham,17.1,168.0,288.0,278.0,-3.4722222222222223,1165.0,1255.0,641.0,7.725321888412018
E05000366,Barnsbury,Islington,-3.6,339.0,464.0,418.0,-9.913793103448276,1837.0,1891.0,845.0,2.939575394665215
E05011225,Erith,Bexley,61.9,,,,,,,,
E05000484,Forest Gate South,Newham,6.9,375.0,643.0,536.0,-16.640746500777606,2351.0,2674.0,1193.0,13.738834538494258
E05000476,Boleyn,Newham,7.8,230.0,369.0,408.0,10.569105691056912,1395.0,1644.0,872.0,17.8494623655914
E05000108,Bromley Common and Keston,Bromley,6.0,240.0,340.0,309.0,-9.117647058823529,1163.0,1351.0,604.0,16.165090283748924
E05000103,Welsh Harp,Brent,13.2,300.0,363.0,388.0,6.887052341597796,1442.0,1551.0,794.0,7.558945908460471
E05000493,Wall End,Newham,17.6,143.0,269.0,315.0,17.100371747211895,996.0,1118.0,693.0,12.248995983935743
E05000364,Syon,Hounslow,14.0,283.0,509.0,467.0,-8.25147347740668,1718.0,2100.0,985.0,22.235157159487777
E05000310,Gooshays,Havering,4.5,266.0,541.0,395.0,-26.98706099815157,1705.0,2084.0,841.0,22.228739002932553
E05000185,Northolt West End,Ealing,5.5,246.0,378.0,426.0,12.698412698412698,1599.0,1721.0,888.0,7.629768605378362
E05009380,Lea Bridge,Hackney,9.8,,,,,,,,
E05000372,Highbury East,Islington,0.1,230.0,398.0,282.0,-29.145728643216078,1436.0,1626.0,675.0,13.231197771587745
E05000403,Canbury,Kingston upon Thames,-4.4,104.0,179.0,179.0,0.0,720.0,793.0,377.0,10.13888888888889
E05000030,Eastbrook,Barking and Dagenham,6.1,251.0,232.0,276.0,18.96551724137931,823.0,955.0,492.0,16.038882138517618
E05000122,Orpington,Bromley,6.3,344.0,504.0,396.0,-21.428571428571427,1763.0,1775.0,812.0,0.6806579693703914
E05000293,Headstone South,Harrow,11.6,109.0,184.0,165.0,-10.326086956521738,682.0,681.0,344.0,-0.1466275659824047
E05011482,Shirley North,Croydon,37.7,,,,,,,,
E05011247,Loxford,Redbridge,83.1,,,,,,,,
E05000203,Jubilee,Enfield,5.0,219.0,279.0,327.0,17.20430107526882,1239.0,1387.0,711.0,11.945117029862793
E05009331,St Peter's,Tower Hamlets,16.4,,,,,,,,
E05000568,The Wrythe,Sutton,4.1,131.0,187.0,194.0,3.7433155080213902,729.0,891.0,391.0,22.22222222222222
E05011232,Thamesmead East,Bexley,67.5,,,,,,,,
E05000213,Winchmore Hill,Enfield,9.8,109.0,205.0,236.0,15.121951219512194,733.0,946.0,452.0,29.058663028649384
E05000062,West Hendon,Barnet,0.3,611.0,674.0,647.0,-4.005934718100891,2596.0,2465.0,1335.0,-5.046224961479199
E05000308,Elm Park,Havering,8.5,130.0,190.0,228.0,20.0,739.0,872.0,508.0,17.997293640054128
